ISO	NAME	LAT	LON	ETHNOLOGUE	GLOTTOLOG
bqz	BABONG	5.30	9.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.15C)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),Lekongo-Manenguba,Bafaw-Balong-Manenguba,Manenguba,CentralManenguba
bav	BABUNGO	6.12	10.42	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,South	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,SouthRing
bau	BADA	9.60	9.94	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Jarawan,Nigerian	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Jarawan,NigerianJarawan
bwt	BAFAW	4.70	9.47	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.13)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),Lekongo-Manenguba,Bafaw-Balong-Manenguba
bfd	BAFUT	6.25	9.92	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Ngemba	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Ngembaic,Bafut-Beba
bkh	BAKOKO	3.5	10.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Basaa(A.43)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Basaa(A.40),Basaa-Bakoko
bss	BAKOSSI	4.80	9.62	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.15C)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),Lekongo-Manenguba,Bafaw-Balong-Manenguba,Manenguba,CentralManenguba
bri	BAKUERI	4.25	9.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Duala(A.22)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Sawabantu,Kpwe
nbb	BALEP	6.08	8.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Ekoid	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid
baw	BAMBILI	6.12	10.20	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Ngemba	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Ngembaic
zmx	BAMBOMBA_EPENA	1.67	17.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngundi(C.14)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha
bce	BAMENYAM	5.75	10.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nun	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Mbam-NkamNun
ybb	BAMILEKE	5.42	10.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Bamileke	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Bamileke
bxg	BANGALA	2.87	27.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.36)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Bobangic,BobangicRiverain,Bobangi-Bangala-Lingala,Lingala-Bangala
bnx	BANGUBANGU_KABAMBARE	-6.00	28.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Songye(D.27)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Luban,Luba-Kaonde,Lubaic,Bangubangu-Kasai
jjr	BANKALA	9.50	10.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Jarawan,Nigerian	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Jarawan,NigerianJarawan
abb	BANKON	04.42	09.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Basaa(A.42)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Basaa(A.40),Abo-Barombi
bas	BASAA	3.92	10.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Basaa(A.43)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Basaa(A.40),Basaa-Bakoko
ken	BAS_KENYANG	5.67	9.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mamfe	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Mamfe
bdu	BATANGA_BALUNDU	5.00	9.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.11)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Sawabantu,Kpwe
beq	BEEMBE	-3.92	14.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kongo(H.11)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan
bkw	BEKWIL	1.67	14.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Njem(A.80),Pomo-Bomwali,Ndzem-Bomwali,Bekwilic
bem	BEMBA	-10.00	30.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Bemba(M.42)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Bwile-Bemba,Sabi,SouthernSabi,Bemba(M.40)
etu	BENDEGHE	5.42	8.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Ekoid	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Ejagham-Ekajuk,Ejagham-Etung
bdp	BENDE	-6.00	30.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,F,Tongwe(F.12)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Mwika-Nyika,Mwika,Rungwa-Pimbwe,Pimbweic
bww	BENGE_BATI	3.00	25.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.43)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Ababuan,OldBomokandian,MiddleBomokandian,LateBomokandian,Pagabeteic
bil	BILE	8.92	11.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Jarawan,Nigerian	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Jarawan,NigerianJarawan,Numan
brf	BIRA_MIALA_BUNIA	1.25	30.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Bira-Huku(D.32)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Ababuan,OldBomokandian,Komoic
bni	BOBANGI	-1.33	17.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.32)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Bobangic,BobangicRiverain,Bobangi-Bangala-Lingala
boy	BODO	6.00	26.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Bira-Huku(D.332)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Ababuan,OldBomokandian,Ngbele-Ngenda,Ngendan,UnclassifiedNgendan
bkj	BOGONGO	3.58	16.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngundi(C.12)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha,Bwamba-Ngondi-Pande-Mbati-Aka
bli	BOLIA_BANDUNDU	-1.25	18.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.35)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Bolia-Ntomba-Momngo
boh	BOMA_NORD_EKEMWA	3.58	23.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Yanzi(B.82)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Boma-Tiene
bws	BOMBOMA	2.42	18.83	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.411)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien
bmw	BOMWALI	1.58	16.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.87)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Njem(A.80),Pomo-Bomwali,Ndzem-Bomwali
bou	BONDEI	-5.00	38.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Shambala(G.24)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,Ruvu,WestRuvu,Seuta,Bondei-Shambala
ttf	BONEK	4.75	11.23	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,West(A.461)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,WestMbam(A.40)
bui	BONGILI_1	0.33	16.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngundi(C.15)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha,Mokiba-Ngando
bvb	BUBE	3.50	8.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bube-Benga(A.31)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu
bja	BUJA_BUMBA_YAMOLOTO	2.50	22.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.37)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,UnclassifiedNgiri,Budja(C.36)
nmg	BUJEBA	3.00	10.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.81)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Njem(A.80),Mvumboic
bum	BULU	3.00	11.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Yaunde-Fang(A.74)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Yaunde-Fang(A.70)
bmv	BUM_A_CAMEROON	6.37	10.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,Center	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,CenterRing
bqw	BURU	7.00	10.90	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Unclassified	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid
buf	BUSHONG_1	-4.50	21.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bushong(C.83)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Kusu-Nkutsu,Nkutsuic,Boshongo,Bushoong-Wongo-Lele
pkb	BUU	-2.37	40.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.71)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian
lmx	BU_CAMEROON	6.22	10.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,West	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,WestRing
boe	BU	6.58	10.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Yemne-Kimbi	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid
bwc	BWILE	-7.75	29.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,L,Bwile(M.401)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Bwile-Bemba
bwz	BWISI	-3.17	12.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.401)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Lumbuic
ngd	C10_GANDO	3.75	17.75	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngando(C.102)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha,Mokiba-Ngando
koh	C24_KOYO_ZWE	-0.67	15.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mbosi(C.24)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Koyo-Mboshi
lin	C36d_LINGALA_2	2.00	18.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.36)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Bobangic,BobangicRiverain,Bobangi-Bangala-Lingala,Lingala-Bangala
bkt	C36e_BOLOKI_NGIRI	0.83	18.42	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.36)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Libinzic,LibinzaNgiri
agh	C45_LEBEO	1.75	25.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.45)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Ababuan,OldBomokandian,MiddleBomokandian,LateBomokandian
kel	C75_KELA	-1.33	24.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Tetela(C.75)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Kusu-Nkutsu,Nkutsuic
dez	C81_DENGESE	-3.25	21.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bushong(C.81)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Kusu-Nkutsu,Nkutsuic
lel	C84_LELE_LUHILEEL_2	-5.00	20.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bushong(C.84)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Kusu-Nkutsu,Nkutsuic,Boshongo,Bushoong-Wongo-Lele
seg	CAGA_KILEMA	-5.00	39.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.56)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,SouthernMijikenda
nya	CEWA	-14.00	34.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,N,Nyanja(N.31)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sena-Nyanja
ngl	CHILOMWE	-15.67	37.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,P,Makua(P.32)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda,Sotho-Makua,NorthMozambiqueBantu,Makua-Lomwe
ngo	CHINGONI	-11.00	36.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,N,Manda(N.12)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu,Manda-Ngoni
cjk	CHOKWE	-6.67	20.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Chokwe-Luchazi(K.11)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Chokwe-Lunda,Chokwe-Ngangela-Nyemba(K.20),Chokwe-Lwena
coh	CHONYI	-3.72	39.75	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.72)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,NorthernMijikenda
nyf	CHWAKA	-4.60	39.32	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.72)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,NorthernMijikenda
yao	CIYAWO	-14.50	35.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,P,Yao(P.21)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Rufiji-Ruvuma,Ruvuma,Yaoic
cug	CUNG	6.58	10.42	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Beboid	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Beboid,EasternBeboid,Nsari-Nooni-Ncane,Nooni-Ncane,Ncane-Cung
gey	D14_ENYA	-0.50	25.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Enya(D.14)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Enya(D.10)
hoo	D28_HOLOHOLO	-5.17	29.92	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Lega-Kalanga(D.28)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Nyanga-Mituku-Lega,Mituku-Lega,LegaComplex,Bembe-Buyu-Binja,Buyu-Holoholo
byi	D55_BUYU	-4.67	28.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Bembe(D.55)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Nyanga-Mituku-Lega,Mituku-Lega,LegaComplex,Bembe-Buyu-Binja,Buyu-Holoholo
dav	DAWIDA	-4.00	38.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.74)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita,Taita-Sagalla
diu	DCIRIKU	-18.33	21.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Diriku(K.332)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana,Kwangali-Diriku
anv	DENYA_BAJWO	06.00	09.42	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mamfe	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Mamfe,Kendem-Denya
ncp	DE_WUNGTSE	6.67	11.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nkambe	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Nkambe,Mfumteic
dhs	DHAISO	-4.83	38.83	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Kikuyu-Kamba(E.56)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,CentralKenyaBantu,EasternCentralKenyaBantu
dig	DIGO_1	-4.25	39.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Nyika(E.73)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,SouthernMijikenda
doe	DOE_2	-6.00	38.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Zigula-Zaramo(G.301)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,Ruvu,EastRuvu
ngc	DOKO	3.00	23.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.301)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Ngombe-Genja
